true,pred
2.634765625000000000e+00,2.591073513031005859e+00
2.531250000000000000e+00,2.533938169479370117e+00
2.681640625000000000e+00,2.652325391769409180e+00
2.682617187500000000e+00,2.654362678527832031e+00
2.691406250000000000e+00,2.673176288604736328e+00
2.561523437500000000e+00,2.582418680191040039e+00
2.666015625000000000e+00,2.688207626342773438e+00
2.528320312500000000e+00,2.548264741897583008e+00
2.719726562500000000e+00,2.722786188125610352e+00
2.774414062500000000e+00,2.732936143875122070e+00
2.734375000000000000e+00,2.745843887329101562e+00
2.495117187500000000e+00,2.503605842590332031e+00
2.567382812500000000e+00,2.583703041076660156e+00
2.589843750000000000e+00,2.569789409637451172e+00
2.660156250000000000e+00,2.666621685028076172e+00
2.575195312500000000e+00,2.585769891738891602e+00
2.639648437500000000e+00,2.627898931503295898e+00
2.541015625000000000e+00,2.495213985443115234e+00
2.744140625000000000e+00,2.744857311248779297e+00
2.747070312500000000e+00,2.728312253952026367e+00
2.577148437500000000e+00,2.583929300308227539e+00
2.566406250000000000e+00,2.569413661956787109e+00
2.693359375000000000e+00,2.639819145202636719e+00
2.814453125000000000e+00,2.804672479629516602e+00
2.632812500000000000e+00,2.610830783843994141e+00
2.565429687500000000e+00,2.591326713562011719e+00
2.514648437500000000e+00,2.475610256195068359e+00
2.425781250000000000e+00,2.447221517562866211e+00
2.435546875000000000e+00,2.458525180816650391e+00
2.792968750000000000e+00,2.720661640167236328e+00
2.559570312500000000e+00,2.641044139862060547e+00
2.693359375000000000e+00,2.674723625183105469e+00
2.600585937500000000e+00,2.609749794006347656e+00
2.640625000000000000e+00,2.667597770690917969e+00
2.606445312500000000e+00,2.563711881637573242e+00
2.526367187500000000e+00,2.579010248184204102e+00
2.519531250000000000e+00,2.561617374420166016e+00
2.585937500000000000e+00,2.554448604583740234e+00
2.622070312500000000e+00,2.635246753692626953e+00
2.407226562500000000e+00,2.424664974212646484e+00
2.583007812500000000e+00,2.568197727203369141e+00
2.575195312500000000e+00,2.561974048614501953e+00
2.680664062500000000e+00,2.712355136871337891e+00
2.609375000000000000e+00,2.625346660614013672e+00
2.662109375000000000e+00,2.600663900375366211e+00
2.633789062500000000e+00,2.620461940765380859e+00
2.540039062500000000e+00,2.524331092834472656e+00
2.516601562500000000e+00,2.538669824600219727e+00
2.708984375000000000e+00,2.705031394958496094e+00
2.649414062500000000e+00,2.659749031066894531e+00
2.709960937500000000e+00,2.689110755920410156e+00
2.636718750000000000e+00,2.604025363922119141e+00
2.626953125000000000e+00,2.661870479583740234e+00
2.617187500000000000e+00,2.597318172454833984e+00
2.561523437500000000e+00,2.566130161285400391e+00
2.622070312500000000e+00,2.552401065826416016e+00
2.567382812500000000e+00,2.579038858413696289e+00
2.558593750000000000e+00,2.552768230438232422e+00
2.523437500000000000e+00,2.507403850555419922e+00
2.480468750000000000e+00,2.521197080612182617e+00
2.615234375000000000e+00,2.599386453628540039e+00
2.610351562500000000e+00,2.577883005142211914e+00
2.445312500000000000e+00,2.421396255493164062e+00
2.558593750000000000e+00,2.540255069732666016e+00
2.750976562500000000e+00,2.723920583724975586e+00
2.569335937500000000e+00,2.574760198593139648e+00
2.743164062500000000e+00,2.707554817199707031e+00
2.740234375000000000e+00,2.767513513565063477e+00
2.576171875000000000e+00,2.580078601837158203e+00
2.595703125000000000e+00,2.591783523559570312e+00
2.742187500000000000e+00,2.735762119293212891e+00
2.698242187500000000e+00,2.722829818725585938e+00
